k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd.F_des.1,Bus_Cmd.q_des.1,Bus_Cmd.q_des.2,Bus_Cmd.q_des.3,Bus_Cmd.q_des.4,Bus_Cmd.q_ref.1,Bus_Cmd.q_ref.2,Bus_Cmd.q_ref.3,Bus_Cmd.q_ref.4,Bus_Cmd.Omega_ref.1,Bus_Cmd.Omega_ref.2,Bus_Cmd.Omega_ref.3,Bus_Cmd.tau_ref.1,Bus_Cmd.tau_ref.2,Bus_Cmd.tau_ref.3,Bus_Cmd.q_ext.1,Bus_Cmd.q_ext.2,Bus_Cmd.q_ext.3,Bus_Cmd.q_ext.4,Bus_Cmd.estop.1,Bus_Cmd.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
3498,3.4980000000000002,0.22827504887178268,-0.20350912357255951,0.24295888301011556,0.38839493438829459,-0.41431178291963777,0.86829841811852337,9.5388653218176831,0.99992914910943997,-0.0069188530448781567,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99999042584867659,0,0.0013837706089756313,0.0041513118269268946,0,0,944,0,1185.1945269344305,1060.3584704762902,1193.1915988741887,1056.1557454026402,0,25.11571475441599,21.87462287235968,25.333925437115965,21.771011577438117
3499,3.4989999999999997,0.23241624235028316,-0.20628902404331334,0.24250131536706146,0.56821554778947803,-0.52350339127656809,0.85482097865780149,9.5388653218176831,0.99992914910943997,-0.0069188530448781567,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99999042584867659,0,0.0013837706089756313,0.0041513118269268946,0,0,944,0,1187.5549717440902,1057.2613959057144,1195.0193988835977,1054.5413547426076,0,25.179992377419627,21.798234260147382,25.38397496725122,21.731308313150777
3500,3.5,0.236059596227227,-0.20697895301625682,0.24749345844482395,0.72656702408962937,-0.54118819895969128,1.0878121883314837,9.5388653218176831,0.99992914910943997,-0.0069188530448781567,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99999042584867659,0,0.0013837706089756313,0.0041513118269268946,0,0,944,0,1195.0055993185206,1048.6910400774375,1201.6045083310976,1047.1736381203273,0,25.383596857783399,21.587880717580898,25.564831391837124,21.550795393356516
3501,3.5009999999999999,0.2330040258336572,-0.20528718111699865,0.24043570223865127,0.58439794933162348,-0.45411265371203691,0.78038716938942032,9.5388653218176831,0.99992914910943997,-0.0069188530448781567,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99999042584867659,0,0.0013837706089756313,0.0041513118269268946,0,0,944,0,1190.9457961730061,1053.5063274246265,1197.510014383583,1051.6461367124623,0,25.272519372968006,21.705881846411135,25.452278946245539,21.66024006924529
3502,3.5019999999999998,0.23675385715697952,-0.20659944312480355,0.23666339824526594,0.74873035166392943,-0.50428578949660019,0.62211595341252646,9.5388653218176831,0.99992914910943997,-0.0069188530448781567,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99999042584867659,0,0.0013837706089756313,0.0041513118269268946,0,0,944,0,1189.9246544234506,1054.1336078111985,1196.1335727566179,1053.7378386295911,0,25.244631328016766,21.72128896597583,25.414515708789853,21.711567226048842
3503,3.5030000000000001,0.22965329460012321,-0.20220575899531459,0.23962622596855709,0.42546349003631129,-0.2998757576117832,0.76812584139760376,9.5388653218176831,0.99992914910943997,-0.0069188530448781567,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99999042584867659,0,0.0013837706089756313,0.0041513118269268946,0,0,944,0,1194.9150635961671,1049.289948705863,1200.9809574994069,1047.3923032067396,0,25.381116262113565,21.602531170572302,25.547669690344335,21.556136631125071
3504,3.504,0.23198477690695346,-0.20623144177791461,0.23939569885677936,0.52643685494648873,-0.47584889456912732,0.7719868274314059,9.5388653218176831,0.99992914910943997,-0.0069188530448781567,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99999042584867659,0,0.0013837706089756313,0.0041513118269268946,0,0,944,0,1196.8910334762745,1046.3626434285252,1202.9333227476068,1045.8230233657425,0,25.43529237962878,21.530994222705495,25.601428985339783,21.517826458018199
3505,3.5049999999999999,0.22678100988254488,-0.20925725556333344,0.23964217368495291,0.28855072678764709,-0.60847330978631153,0.79875125392399682,9.5388653218176831,0.99992914910943997,-0.0069188530448781567,-0.0096863942628294189,0,1,0,0,0,0,0,0,0,0,0,0.99999042584867659,0,0.0013837706089756313,0.0041513118269268946,0,0,944,0,1198.8760878577889,1043.9509067780975,1205.744044201223,1042.7181943508829,0,25.489794259778222,21.472190002475216,25.678953732367614,21.442179930268459
3506,3.5060000000000002,0.22804553419628379,-0.20279833575309855,0.23508355793935715,0.34135377683169021,-0.31603700194349554,0.61091931060306925,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1187.4951032043455,1066.4022293442849,1205.8462218133434,1031.9147422943215,0,25.178360739029429,22.024259826471972,25.68177486720111,21.180522722368526
3507,3.5069999999999997,0.23361473192344984,-0.2048382834722518,0.24245912228974145,0.58743267234750851,-0.40700201263173719,0.96119746522861904,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1191.5957822508722,1061.2760986335977,1209.5347880577797,1028.1486330193875,0,25.290281537533211,21.897293926222069,25.783752341026513,21.089879175542851
3508,3.508,0.23024427098762851,-0.20587072800201722,0.23296029810031421,0.43108394193652827,-0.45370521749971338,0.55419591568740756,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1179.47070096933,1074.3225896544693,1198.7653482984074,1041.1114059228537,0,24.960302239122438,22.221496296052493,25.486751758514089,21.403110391769445
3509,3.5089999999999999,0.23326788982360616,-0.20539887162190171,0.23713359655190533,0.56156837431003037,-0.43357889121740839,0.76346143363079988,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1180.6627354003556,1072.8162665501984,1199.7664767300748,1040.1599135169447,0,24.992615154701554,22.183885982433409,25.514265831691951,21.379999828332984
3510,3.5099999999999998,0.23176148719535006,-0.20610987522101581,0.23558910834556807,0.48738544222247426,-0.46720924753707055,0.7171026914419083,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1176.2081474263539,1077.3873609954621,1196.0756762327105,1044.7226071690964,0,24.872005866972955,22.298161984323968,25.41292810409864,21.490992888892073
3511,3.5110000000000001,0.23180794406586944,-0.20491953471967519,0.23394102971893574,0.48173412173604913,-0.41566872119063036,0.66754320256065425,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1171.9479070482053,1081.9805917961605,1192.0642398348398,1049.3380919224167,0,24.757023960133751,22.413422405536235,25.303088196495882,21.603709168248571
3512,3.512,0.23507054786663797,-0.20332865268288447,0.23584112675089128,0.61907235740750433,-0.34620842372081057,0.7789510185514128,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1171.3536999611133,1082.5539063755316,1191.0151369898806,1050.6007680132802,0,24.741015011051037,22.427839190564605,25.274413855266864,21.634622221182426
3513,3.5129999999999999,0.2283229354281972,-0.20936312784509423,0.22757474071060924,0.30433994500634465,-0.61950300538108627,0.43458724794348436,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1159.8479976125855,1093.9160275592415,1182.2251950555085,1061.4685186898766,0,24.43240684054685,22.714939374367354,25.035011593865487,21.902050084404195
3514,3.5140000000000002,0.23955334438815937,-0.20519792321144331,0.23045878056035457,0.79573925589120331,-0.43384393833657775,0.59292002760755047,9.5352031006805635,0.99992244673826614,0,-0.01245393548078068,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,-0.0013837706089756313,-0.0069188530448781567,0,0,944,0,1160.8969513459379,1092.912057748902,1181.5130434305765,1062.1487238126379,0,24.460433577866947,22.689464896492481,25.015681825543052,21.918869222672544
3515,3.5149999999999997,0.23212433592174178,-0.20343113577837987,0.23217090297834678,0.44555809100113308,-0.35554816951306834,0.6997908056169192,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1157.2329208796227,1085.0771406330475,1186.446700643125,1061.0466960025046,0,24.362630217560621,22.491369221076212,25.149799285377966,21.891624645092612
3516,3.516,0.23574860232577322,-0.20686950662283016,0.22423709934539607,0.58959739936418198,-0.51069193410474134,0.37407172528814697,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1151.0121928079514,1091.302665143822,1180.5114215573312,1068.0255181815057,0,24.197191569156086,22.648671388881262,24.988511887658085,22.064578740889161
3517,3.5169999999999999,0.23375263178817599,-0.20892592811686572,0.23114642343546365,0.47790291586605305,-0.60299868700219417,0.71683406152034845,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1158.6959258361526,1083.3530609977201,1188.4040602942505,1059.019350630796,0,24.401650045690751,22.447946243220159,25.203140727557305,21.841569526570517
3518,3.5179999999999998,0.23467500219446052,-0.21015320404559631,0.22971631790447539,0.49423587103129046,-0.65729973404764286,0.68555670635663857,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1158.7255602902601,1083.6386558873348,1188.3517252892477,1058.7534251446575,0,24.402440865309977,22.455135091081637,25.201713531694018,21.835010117270883
3519,3.5190000000000001,0.23357943016638932,-0.20458217008691482,0.23083467729853172,0.41648580453773298,-0.40521039626426614,0.7697229711953163,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1161.6236808575336,1081.9972176136482,1190.0565124291102,1055.336079753338,0,24.479863667822272,22.413840390025406,25.248231308904799,21.750846533590551
3520,3.52,0.23463346657575851,-0.20528422569406199,0.23347165220493329,0.43193631069627253,-0.43455284086322921,0.92293264941539666,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1165.6654967968664,1078.1464354415102,1193.3896887538824,1051.047840469098,0,24.58811780761382,22.317180068366003,25.339346458359945,21.64557543141186
3521,3.5209999999999999,0.23299013951645792,-0.20502668378459268,0.23057222743444869,0.32255805312498831,-0.42018059505858407,0.82786929742130877,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1164.361190506836,1080.2978242571412,1191.7430724742983,1052.1522594249714,0,24.55314854532833,22.371145708998288,25.294307684417891,21.672651251120598
3522,3.5220000000000002,0.24110035140389804,-0.20735481989644383,0.22654668188316318,0.64816293389747359,-0.52159326413109675,0.68277329828343702,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1162.2084410894124,1082.4707197847379,1188.6883652799872,1055.7485256319248,0,24.495505612451996,22.425746932417351,25.210894771576413,21.760991607036807
3523,3.5229999999999997,0.23895062264812938,-0.20546298611949645,0.22304817220377596,0.50880630896951839,-0.43285284361298582,0.56192032980546425,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1160.0240067217992,1085.3774585545227,1186.5074410835825,1057.6182994827952,0,24.437108062442753,22.498939290172583,25.151453439237166,21.807027117659725
3524,3.524,0.24417506288486426,-0.21069665198815488,0.22674989234846246,0.69742171406132325,-0.66419454586082072,0.76532438242495693,9.5046845912045654,0.99995308578262065,0,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99995978794843199,-0.0055350824359025252,0.0069188530448781567,0.0013837706089756313,0,0,944,0,1164.605511971934,1079.8844621791256,1190.9312621711849,1053.2248465872806,0,24.559696394754045,22.360769544834856,25.272122296846792,21.698970819902712
3525,3.5249999999999999,0.23930669320681647,-0.20662036951631474,0.22535705241712889,0.42862180505492964,-0.47665732434985975,0.74009657627676206,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1162.3043281694484,1070.3405845561035,1180.8577744052252,1052.2178076243474,0,24.498071173781508,22.122173561941402,24.997904806354772,21.674259016655263
3526,3.5259999999999998,0.24596929109309854,-0.20380717344961463,0.2275060926784766,0.674791744028716,-0.345729829203755,0.87454090462696654,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1165.8946015826498,1066.0394846835982,1183.1678143110717,1050.0148734940417,0,24.594263722643557,22.01525745510212,25.060612202467112,21.620274149401006
3527,3.5270000000000001,0.24334743292342184,-0.2094183347592716,0.22342114395137949,0.50004976849415683,-0.59348409496166332,0.72904324390947139,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1162.1957012476964,1068.4984926715813,1181.1769333811367,1053.8505071843217,0,24.495164758067872,22.076336573324546,25.006562326763568,21.714334505686402
3528,3.528,0.242136089341356,-0.20491152355606101,0.2196707965170932,0.38545523174137319,-0.38620817227545756,0.5989368018399237,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1159.6649734470714,1071.3433979585191,1178.49728302636,1056.7461110382992,0,24.427518896924436,22.147155978105644,24.933936155357937,21.785544077354601
3529,3.5289999999999999,0.24521523982187979,-0.20690496387209076,0.22196577600046358,0.4607069628729446,-0.47120910758732482,0.74098691790110838,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1162.6563116392465,1067.1617480694351,1181.5391272126617,1054.2908097924103,0,24.507490428277137,22.04311785317979,25.016389635971876,21.725151399389773
3530,3.5300000000000002,0.24620284925926261,-0.20597497492066041,0.22588075511265016,0.43906200382086591,-0.42480195875851595,0.95618799601695204,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1167.3602638365746,1061.7029491229364,1185.8701273253284,1049.7316893572643,0,24.633605806578188,21.907845668164583,25.134100975119814,21.613341749876955
3531,3.5309999999999997,0.25296508205760754,-0.20494458092446136,0.21618824171465839,0.67447773751902806,-0.37398580328574105,0.55981095343798282,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1159.3871976807911,1069.5979190638013,1177.336860343418,1060.1071884245266,0,24.420101733662595,22.103685343930042,24.902529189653322,21.868417688153158
3532,3.532,0.25025267577430999,-0.20798252849416352,0.2195703666275832,0.48152161062416787,-0.50627353616788295,0.75162792531670031,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1162.7916275953548,1064.8306419025328,1181.8255588291431,1056.1758374637025,0,24.511112203921744,21.985276684490149,25.024163133271568,21.771506047392684
3533,3.5329999999999999,0.25142493557674467,-0.21063779085054629,0.21908725902138568,0.46117255338081764,-0.62158677072631918,0.7699189419780601,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1162.8751724615222,1063.8214301675957,1182.4425545650222,1056.4102514775614,0,24.513348490448571,21.960270034564239,25.040913316497079,21.777275642510968
3534,3.5339999999999998,0.25750561560977198,-0.20494496441498061,0.21844771470800387,0.65973248029088871,-0.36182490876959894,0.78144741716299149,9.4070253608813754,0.99994925595341688,-0.0027675412179512622,-0.0096863942628294172,0,1,0,0,0,0,0,0,0,0,0,0.99997510701589232,0,-0.0069188530448781567,0.0013837706089756313,0,0,944,0,1163.7776895421102,1063.0087908420537,1181.7838492868489,1056.971357116968,0,24.537515415665531,21.940149370175391,25.023031073470992,21.791090653188384
3535,3.5350000000000001,0.26055742001481558,-0.20267280103196655,0.21789766408594141,0.72055733065741856,-0.25625292511672415,0.79726788041907892,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1168.4522350588941,1056.8881787322457,1180.329612351401,1074.4664868474347,0,24.662944667392214,21.789042303736725,24.983582254736127,22.22509159774097
3536,3.536,0.25675584483775721,-0.21152593430968891,0.22176136842728264,0.47193866592794675,-0.65140019678176686,1.0118232281050905,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1171.7653771768655,1052.4028388445356,1184.5110720871853,1070.652678908689,0,24.752105554179014,21.678797939640617,25.097123883189642,22.129946345955364
3537,3.5369999999999999,0.25442278343640973,-0.21001571837114485,0.20784334824059061,0.28836544546774023,-0.58112355271374527,0.42708158273104901,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1159.0703168665168,1067.2357117016045,1171.5122322860116,1084.0076101863554,0,24.411642255808577,22.044954923705916,24.745285460345265,22.46442468613299
3538,3.5380000000000003,0.26218401659767249,-0.20865451689158221,0.21622804679181093,0.55803277642761107,-0.51825948511270947,0.84547534880254283,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1168.1247363771888,1057.9654576750954,1178.2559315975686,1076.0372314168128,0,24.654143026899234,21.815582404125344,24.927401771535799,22.264364584728099
3539,3.5389999999999997,0.2640381046281664,-0.20567950673024524,0.21209394564417799,0.5617852228347856,-0.38370284085721418,0.70123366580280122,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1165.0604408268612,1062.1054993560163,1173.6955414585293,1080.2566021683747,0,24.571891697575388,21.917800146648084,24.804148545215273,22.370110800269998
3540,3.54,0.26738893861943813,-0.2106057184640549,0.2114182232001536,0.63291765427890057,-0.60547148621994329,0.71278232287237597,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1164.6499077275703,1062.0260516055787,1172.9370698135683,1081.6003705196999,0,24.560886333980068,21.915835255620543,24.783689126989298,22.403864923500489
3541,3.5409999999999999,0.26789780997071372,-0.20449883989850867,0.21164098254896435,0.57671153214539406,-0.33233234099645004,0.76501090180590414,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1165.8103791192898,1062.0340368943901,1172.2210359692808,1081.1184858083845,0,24.592004268588312,21.91603274082771,24.76438485323354,22.391756212319748
3542,3.5419999999999998,0.27344624148207675,-0.20382529379700989,0.20577460484094562,0.74793174170137822,-0.30485905947842934,0.54371018583106867,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1161.0173754920152,1067.3202279953609,1165.91954499241,1087.8636276814389,0,24.463652556095905,22.047054233464941,24.594932911752036,22.56167848682378
3543,3.5430000000000001,0.26960999297014099,-0.20741056029225241,0.21046503942480319,0.49833298220674177,-0.47036896734944977,0.79736808892779987,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1165.2836577086227,1062.4895057246267,1170.4850531706127,1083.1178424882514,0,24.577876981591217,21.927299172913685,24.717624721299202,22.442026695275153
3544,3.544,0.27416399475243108,-0.21085597407652273,0.20932799131697999,0.62750873708561705,-0.63118114524091773,0.78923963326794111,9.4668416394543282,0.99995212832669489,-0.0069188530448781567,-0.0069188530448781567,0,1,0,0,0,0,0,0,0,0,0,0.99998085160568684,0.0027675412179512622,0.0055350824359025243,0,0,0,944,0,1164.6294024180161,1062.9519125316183,1169.0811359200104,1084.8826468400964,0,24.560336725421429,21.938741592263824,24.679852534375001,22.486467627566181
3545,3.5449999999999999,0.27033963070027311,-0.20616056988411066,0.21162089133490516,0.38175176032275249,-0.42761215744276382,0.93557554145688371,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1194.4425717208869,1078.3996592754866,1156.9205584418842,1062.8901756213791,0,25.368173015555797,22.323527040167164,24.354304694583103,21.937213636001196
3546,3.5460000000000003,0.27560348875141821,-0.20642412485778264,0.20794559855129202,0.54674490957312682,-0.44874061143013289,0.8137667727733201,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1193.6079329502857,1079.7129026295422,1154.6301232291792,1064.9831055316438,0,25.345319919723245,22.356464104591694,24.293315958339328,21.989056311215666
3547,3.5469999999999997,0.28265466153666768,-0.20648657365546691,0.20314611371886895,0.79447337684966646,-0.46245620396204157,0.64161803045617638,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1191.6208435271412,1081.9876432929593,1151.149353585537,1068.6614323607039,0,25.290966552237062,22.413599684326648,24.200831032537408,22.080388210579002
3548,3.548,0.2777360083306033,-0.20354602784464776,0.20490468521771238,0.50660550914470714,-0.34251252986858899,0.76456032412498809,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1195.1149836358613,1079.011746984505,1154.3526465443022,1064.3041761720592,0,25.386594101112394,22.338874237507149,24.285934501255149,21.972229092067792
3549,3.5489999999999999,0.27672100250514842,-0.20764300776720632,0.20620563647351847,0.39715868484940475,-0.53998166779011691,0.86712078858104347,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1197.9838457512037,1075.8006241070857,1157.3851046642308,1061.0311155823599,0,25.465287252760643,22.258445508670398,24.366687135154145,21.891239641829294
3550,3.5499999999999998,0.27693866344255674,-0.20555566816527404,0.20699015169537149,0.34626630909440914,-0.45982752853848574,0.94664675995869685,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1200.9586015553009,1073.5311027692433,1159.2232280603314,1057.9558131157428,0,25.547054538592242,22.201728419515771,24.415724137852322,21.815344692253728
3551,3.5510000000000002,0.28372111716545501,-0.20472455776734835,0.19725627563661266,0.59390127553587035,-0.43605649238655003,0.55338753901247473,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1194.3145226465494,1081.2034738556806,1150.8770911324082,1066.7396010588429,0,25.36466604307941,22.393891431597794,24.193607108422327,22.032634936359472
3552,3.552,0.28194916410075255,-0.19808763638151317,0.19644909055238274,0.46039855217059195,-0.1505319381440513,0.56170349429475808,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1195.6850281506179,1080.9633637730826,1150.8208046976927,1065.5076636769968,0,25.402217690062066,22.387859344429401,24.192113847599749,22.0020639443551
3553,3.5529999999999999,0.28242999822150788,-0.20510143867509129,0.19649207812297032,0.43186444238326938,-0.47754622311332112,0.60842755167211615,9.5193334757530437,0.99977785607864045,-0.0083026236538537891,-0.019372788525658838,0,1,0,0,0,0,0,0,0,0,0,0.99996744751149735,0,0.0069188530448781567,0.0041513118269268946,0,0,944,0,1196.8997468928071,1078.876742709527,1152.6772642422943,1064.2512300532869,0,25.435531448280564,22.335488545087752,24.241398348853139,21.970917224715908
