k,t,Bus_IMU.imu_gyro.1,Bus_IMU.imu_gyro.2,Bus_IMU.imu_gyro.3,Bus_IMU.imu_acc.1,Bus_IMU.imu_acc.2,Bus_IMU.imu_acc.3,Bus_Cmd.F_des.1,Bus_Cmd.q_des.1,Bus_Cmd.q_des.2,Bus_Cmd.q_des.3,Bus_Cmd.q_des.4,Bus_Cmd.q_ref.1,Bus_Cmd.q_ref.2,Bus_Cmd.q_ref.3,Bus_Cmd.q_ref.4,Bus_Cmd.Omega_ref.1,Bus_Cmd.Omega_ref.2,Bus_Cmd.Omega_ref.3,Bus_Cmd.tau_ref.1,Bus_Cmd.tau_ref.2,Bus_Cmd.tau_ref.3,Bus_Cmd.q_ext.1,Bus_Cmd.q_ext.2,Bus_Cmd.q_ext.3,Bus_Cmd.q_ext.4,Bus_Cmd.estop.1,Bus_Cmd.ack.1,batt_count.1,btn_ack.1,rotor_cmd.1,rotor_cmd.2,rotor_cmd.3,rotor_cmd.4,led.1,throttle.1,throttle.2,throttle.3,throttle.4
767,0.76700000000000002,0.20481121933604787,-0.049405149189911568,0.19232538352353615,0.45737685603087941,-0.62829864364440302,0.31725075816773229,9.0688802758873255,0.99980371157285453,-0.0083026236538537874,-0.017989017916683205,0,1,0,0,0,0,0,0,0,0,0,0.99995595814489746,0.0083026236538537891,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1105.1548354735555,1131.4134254573291,1061.2629071130082,1091.2199555716984,0,23.00150827987073,23.681009650476383,21.896967891692682,22.646576362580056
768,0.76800000000000002,0.20544951820058355,-0.04532246761258945,0.18804460605668927,0.61268007331566821,-0.34840789104823489,0.14265303511358526,9.0688802758873255,0.99980371157285453,-0.0083026236538537874,-0.017989017916683205,0,1,0,0,0,0,0,0,0,0,0,0.99995595814489746,0.0083026236538537891,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1104.3272643151713,1132.4877384918598,1059.2781906722209,1092.870545558563,0,22.980319313096807,23.709105365799715,21.847955564224826,22.688412018323277
769,0.76900000000000002,0.20307524375118488,-0.052570482759886322,0.19423654832147358,0.63292123602627481,-0.57747369130046611,0.43817645971516062,9.0688802758873255,0.99980371157285453,-0.0083026236538537874,-0.017989017916683205,0,1,0,0,0,0,0,0,0,0,0,0.99995595814489746,0.0083026236538537891,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1112.7618705930458,1123.0118349500037,1069.194329832982,1084.4041783841546,0,23.196926746629813,23.462088040963771,22.093642979403032,22.474412649429695
770,0.77000000000000002,0.19448432439703581,-0.05477245396337585,0.19119146040469162,0.37369144555553158,-0.57886222161146605,0.31751515622721477,9.0688802758873255,0.99980371157285453,-0.0083026236538537874,-0.017989017916683205,0,1,0,0,0,0,0,0,0,0,0,0.99995595814489746,0.0083026236538537891,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1111.9878508719219,1123.6262729403452,1069.7562486433471,1084.0074196643991,0,23.176989336404549,23.478050475718462,22.107625915140105,22.464419888420636
771,0.77100000000000002,0.19695258928668138,-0.055001462597845142,0.19185217679688632,0.61144955722662853,-0.49047737396496222,0.3626240045624618,9.0688802758873255,0.99980371157285453,-0.0083026236538537874,-0.017989017916683205,0,1,0,0,0,0,0,0,0,0,0,0.99995595814489746,0.0083026236538537891,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1115.7019043425644,1119.7555046573048,1072.8563640081554,1081.1288506791234,0,23.27276719902888,23.377618944478336,22.184886544517397,22.392016608932991
772,0.77200000000000002,0.19208692915886108,-0.060757986700188053,0.1941050573342179,0.5187679206712601,-0.64928980620243193,0.47844785345638474,9.0688802758873255,0.99980371157285453,-0.0083026236538537874,-0.017989017916683205,0,1,0,0,0,0,0,0,0,0,0,0.99995595814489746,0.0083026236538537891,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1119.983105487411,1114.6792474266938,1078.5918996176074,1076.2300088669883,0,23.383515961746088,23.246367176848835,22.328346357418468,22.269188041101323
773,0.77300000000000002,0.186959469043527,-0.063653229334723366,0.18773258345923854,0.4132901421147458,-0.67780088048933129,0.205550332987324,9.0688802758873255,0.99980371157285453,-0.0083026236538537874,-0.017989017916683205,0,1,0,0,0,0,0,0,0,0,0,0.99995595814489746,0.0083026236538537891,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1115.881611580073,1118.4825383102227,1075.4237875740464,1079.7093204562022,0,23.277408545135167,23.344656302637908,22.249020763083649,22.356374213168202
774,0.77400000000000002,0.18788744352191281,-0.059911538513208323,0.1909475213143495,0.57873573974125114,-0.40596240512894138,0.36289829425927445,9.0688802758873255,0.99980371157285453,-0.0083026236538537874,-0.017989017916683205,0,1,0,0,0,0,0,0,0,0,0,0.99995595814489746,0.0083026236538537891,-0.0013837706089756313,0.0041513118269268946,0,0,944,0,1122.0310690509095,1112.7123977859571,1080.6471725973142,1074.0682414925282,0,23.436624542818087,23.195652050517801,22.379917733518688,22.215142392024518
775,0.77500000000000002,0.18391563050548276,-0.06597313034021525,0.18653628297824079,0.52218323982106474,-0.57277401035106335,0.17649948108635732,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1111.3071194352121,1109.4818439728158,1071.4377158242698,1088.0330010597715,0,23.159464876917625,23.112522001002528,22.149506717785073,22.565957261577598
776,0.77600000000000002,0.18725899016765912,-0.067966543031438689,0.18658958548053178,0.79261310390003703,-0.55428762440840673,0.19006008744021491,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1109.110915624442,1111.3635695867774,1069.3465126676147,1090.4082240070595,0,23.102990613572679,23.160917749387636,22.097429296774351,22.626022668374375
777,0.77700000000000002,0.17685729481390999,-0.070917018894119166,0.18763188097833405,0.44281877521364871,-0.57631862672513345,0.24734225730994591,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1106.8834644761073,1113.4722016247176,1069.6163762878787,1090.2557158546483,0,23.045812512903417,23.215234296541652,22.104144688346196,22.622162537854315
778,0.77800000000000002,0.17324406206415957,-0.069114982642630843,0.18624393242343193,0.39595417219491946,-0.38205518469334254,0.19464062443788452,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1103.1704411113378,1117.6224299306136,1066.4446263187592,1092.8764829881825,0,22.950723507942229,23.322402840277483,22.025312184826081,22.688562607842194
779,0.77900000000000003,0.17190075990551634,-0.073276115824978214,0.19051500217095749,0.44874806555553393,-0.45332387337567476,0.39573540958502995,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1104.9465299536953,1115.5239233315729,1069.3217986590878,1090.4120778078743,0,22.996173559867721,23.268171078921565,22.096814378515649,22.626120217982624
780,0.78000000000000003,0.1755123155491935,-0.07517076331183048,0.18621138575730325,0.72187932760697038,-0.42011116789023406,0.21063389918958958,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1098.6623206242086,1121.3352372014631,1062.8810643872766,1097.0780738473024,0,22.835648197101115,23.418570490843841,21.936988144364499,22.795306345903388
781,0.78100000000000003,0.17293623645553222,-0.079572919867245379,0.18900925489297027,0.71429636762290782,-0.49716118837548046,0.3442572699937933,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1098.8235049993136,1120.5223711375727,1064.4947835240635,1096.1822123122975,0,22.839755514142958,23.397492214913299,21.976952325016498,22.772516371627027
782,0.78200000000000003,0.16733000139870216,-0.084038933122456624,0.18809915720522832,0.56797915103787322,-0.57470163499417348,0.31057489025492635,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1095.122423127196,1123.6341043888499,1062.6976902435583,1098.4420617710621,0,22.745577284983671,23.478253977300906,21.932450227282203,22.830036391384127
783,0.78300000000000003,0.16132427758175893,-0.085196495242553516,0.18563444418923639,0.401236016462727,-0.50122601444559289,0.20643076924631168,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1090.1248512304835,1128.5784739672529,1059.1355598432776,1101.7796371332606,0,22.61885060406911,23.606980398155258,21.844436440720791,22.915177537125317
784,0.78400000000000003,0.16222311158212868,-0.091619203730811047,0.18990954130140297,0.5425257396130363,-0.66240124986486715,0.40479913129574246,9.0298165837580484,0.99982286335971582,-0.011070164871805049,-0.015221476698731942,0,1,0,0,0,0,0,0,0,0,0,0.99997702188282389,-0.0027675412179512622,0.0027675412179512622,-0.0055350824359025243,0,0,944,0,1092.1192406752418,1125.947189722348,1062.3632815716073,1099.3865626658605,0,22.669362655239837,23.538413887358658,21.924176476768785,22.85410754957881
785,0.78500000000000003,0.16074369143374576,-0.091991640962017299,0.18434358544202625,0.5744671567997931,-0.54958120825255097,0.16011101032175376,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1038.5991001592904,1123.2977907294087,1090.070233109943,1113.1814768930669,0,21.342130326488682,23.469515918157075,22.61746842694928,23.207740138971296
786,0.78600000000000003,0.15759754691773611,-0.10052926447668323,0.19043862070749257,0.52904798876105386,-0.80217004219467647,0.43921154864577988,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1041.817983111034,1119.5716536551267,1094.5027457773785,1109.5722026995875,0,21.420284427625791,23.372856224111004,22.729836112046286,23.114844283489116
787,0.78700000000000003,0.1491561138583912,-0.096078371472313004,0.19122577745426106,0.24299620247804243,-0.46929065990362573,0.47905851598416249,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1040.4158068739669,1122.4074958233455,1092.9039823445401,1109.5987466743361,0,21.386213311267106,23.446395373409906,22.689260076390497,23.115526513591682
788,0.78800000000000003,0.15381539412196765,-0.097958215034658791,0.19503207028595629,0.54324891177609935,-0.42014175284757549,0.65404945959067462,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1042.7836370504197,1120.3704706229671,1093.8150192726901,1108.5364809463456,0,21.443772324128226,23.393554787036884,22.712375487284639,23.088235413884178
789,0.78900000000000003,0.14956325153776864,-0.10186237364871412,0.18979437687790887,0.43964727869045217,-0.46172547525528096,0.42172387998731531,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1034.606042986765,1127.7490563804786,1086.7647542626098,1115.6284783296771,0,21.24547849431913,23.585352267265037,22.533932543522212,23.270870993594805
790,0.79000000000000004,0.14972104799236122,-0.10740286948459897,0.19464845375070455,0.53075995034037227,-0.57732300412982462,0.64250222732186901,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1037.4228326953662,1124.7885114332364,1089.6096266469954,1113.223995154513,0,21.313624372861824,23.508264941577032,22.605814645799004,23.208836046997455
791,0.79100000000000004,0.1485134027484207,-0.10754341546990967,0.18477784611939235,0.55642558524638674,-0.4513024836056988,0.20046190703043656,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1024.7373957333223,1136.4577380755879,1077.5176341312008,1124.8310800336021,0,21.008031994930157,23.813130446988591,22.301425048750993,23.50937210403961
792,0.79200000000000004,0.14627715912114855,-0.11297862877987255,0.18354714719920584,0.53132156643751816,-0.56531073748635163,0.1461751037775553,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1020.6209736887035,1139.5437191967119,1074.6974664486686,1128.1446834667593,0,20.909588486238732,23.894209667203295,22.23086355933772,23.595667029729896
793,0.79300000000000004,0.14711371880616045,-0.11612317519776097,0.18740978803408051,0.63942090646033034,-0.5789910969011749,0.32013035254461164,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1022.5324986289982,1137.528291336665,1076.6149022173333,1126.6184620798831,0,20.955258245369656,23.841235946366481,22.278820678897194,23.555892817100307
794,0.79400000000000004,0.14215577307941829,-0.12001303024943935,0.18504962685686643,0.48158369360271447,-0.62953009465514009,0.21344617962608239,8.9736625263222152,0.99999904258899264,-0.0013837706089756313,0,0,1,0,0,0,0,0,0,0,0,0,0.99995212832669489,0.0041513118269268946,0.0055350824359025252,-0.0069188530448781567,0,0,944,0,1017.2515036533458,1141.9916649709435,1072.864252153913,1130.4551486112032,0,20.829271828995751,23.95866091271192,22.185083383310566,23.655968072051696
795,0.79500000000000004,0.14033946843695833,-0.12182607254069926,0.18767434640187144,0.45926044268310584,-0.59063574224682203,0.3300371832052722,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1038.4378585741067,1135.2959016390378,1052.8655352158628,1127.5552724575164,0,21.338221058312133,23.782654419224858,21.690151246785369,23.580301092828922
796,0.79600000000000004,0.14671276848530729,-0.12424729910706309,0.18916842412345455,0.79913649067210135,-0.58356383442221327,0.39486691912200761,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1040.5205610309215,1133.0781445918205,1054.1818896283332,1126.6357539109044,0,21.388757294900508,23.724555670987293,21.722475189993247,23.55634319017318
797,0.79700000000000004,0.14263508972091049,-0.12860361726832989,0.18780358961388732,0.66284393697370281,-0.66838286788674961,0.3301783948902926,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1038.5276197893379,1134.4196403244064,1053.6464978383724,1127.6250344260591,0,21.340397233374787,23.759687163650959,21.709323975257529,23.582119422396122
798,0.79800000000000004,0.13921514718051145,-0.1254015333541712,0.18810105700173413,0.5498640348066075,-0.4184676669385119,0.33923295060145786,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1039.0059185038244,1134.5884491405238,1054.0466395485178,1126.6401963971921,0,21.351995951496981,23.764110533018886,21.719152385735889,23.556458897582637
799,0.79900000000000004,0.1376066704338402,-0.12703214987916614,0.18657302973798934,0.51217852697245481,-0.39111299627471718,0.26516733451376712,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1037.2599784195845,1136.0080392513983,1052.8267239162681,1127.9583589049003,0,21.309679988218889,23.80133123236422,21.68919875333215,23.590808796893874
800,0.80000000000000004,0.13605942159351864,-0.13090050938877726,0.18677825675814827,0.47128938092408568,-0.46964317757633417,0.26797803309450408,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1037.156416979328,1135.6923162195887,1053.6249476808896,1127.6261336601469,0,21.307171982440153,23.79304969795551,21.708794747168717,23.58214807446042
801,0.80100000000000005,0.13347868238006197,-0.13527827957441632,0.18950102038912747,0.37824380660521989,-0.57626253311217324,0.38291210523579472,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1039.7106099148591,1133.1275875198305,1057.1348163752045,1124.5649808391795,0,21.369093337299905,23.725849857279304,21.795116413975663,23.502451754712698
802,0.80200000000000005,0.13655033157445276,-0.13777044709994657,0.1889689509884786,0.53399365969874646,-0.60313073983683829,0.35039857683463055,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1039.3803346691952,1133.281140121049,1056.6860664753801,1125.1371615746127,0,21.361078838974599,23.729869463729539,21.784065685759955,23.517334020903
803,0.80300000000000005,0.13752535646802705,-0.13905962288246018,0.18425635008397065,0.59043955604174425,-0.5807475145057388,0.12880802776164768,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1034.4166259349777,1137.6883746184194,1052.0209218405607,1129.6265242758923,0,21.24090189647001,23.84544062284947,21.669430071517084,23.634329408540403
804,0.80400000000000005,0.13521201494034024,-0.14117505942211475,0.19057028929608769,0.49434365650767331,-0.60013367977811116,0.40194003913865844,8.9345988341929381,0.999950213412093,-0.0083026236538537874,-0.0055350824359025243,0,1,0,0,0,0,0,0,0,0,0,0.99997989417634614,0.0013837706089756311,0.0055350824359025243,-0.0027675412179512622,0,0,944,0,1040.8888686961184,1131.7329197949109,1059.0336685698007,1123.0918698855812,0,21.397703556595182,23.689362732495905,21.841922739136404,23.464166831838451
805,0.80500000000000005,0.13765571405993102,-0.14762681799890578,0.19334889876240971,0.60782118181851275,-0.81887691747623981,0.51501786148701711,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1033.3594375015252,1118.512173784861,1080.140538536024,1126.6477677202677,0,21.215372360578133,23.34542332284515,22.367197130131999,23.556656098470093
806,0.80600000000000005,0.13372518548194942,-0.1421221234290839,0.18698672471911634,0.43067600469995865,-0.50412218365385197,0.21600245238458857,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1030.60685782927,1122.1975009122857,1078.2279285217817,1127.3361491469545,0,21.149010778925991,23.440944227949647,22.319222522266553,23.574590330104208
807,0.80700000000000005,0.13362923486202113,-0.13937943760387503,0.19560043078453995,0.42224402379179515,-0.31751153242942876,0.58933965230658114,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1044.0199508100372,1110.5927919800181,1090.8765056670438,1114.2416378742332,0,21.473871793808776,23.141085607495157,22.637878297118412,23.235076678301319
808,0.80800000000000005,0.1363519983245513,-0.14646870078590085,0.19093496405050361,0.53708358047356553,-0.57685209607660459,0.36455393101070738,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1042.4634477506065,1111.2063355234113,1090.9057006104952,1115.0583741887385,0,21.435982118077625,23.156871134901248,22.638617582316456,23.256151921763447
809,0.80900000000000005,0.13534044922992811,-0.14169897623792568,0.19487500556397613,0.48071907443042805,-0.30677293243620224,0.52575238021804138,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1050.6976766844293,1104.4538889556077,1098.5294536071988,1106.5211359999425,0,21.636996118647488,22.983560485737453,22.83226286274494,23.036521131441305
810,0.81000000000000005,0.13603637158440854,-0.14940704532006935,0.18867678653698536,0.49798457939092067,-0.6016239118527249,0.23016787618295484,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1047.0632624650129,1106.9401426028053,1097.0856278667345,1108.9116987818352,0,21.548099670865646,23.047266180639333,22.795498583254805,23.09787267972807
811,0.81100000000000005,0.13449981541161715,-0.1476435883311254,0.1953579756232946,0.41181805860339554,-0.4744985933403793,0.51287904542628548,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1057.5764577960483,1097.6099775485006,1107.544953927531,1097.7561357640247,0,21.805996148661016,22.808845253200193,23.062782294370237,22.812566524866043
812,0.81200000000000006,0.13962003074997847,-0.15123460057494753,0.19337450961575142,0.62199691633364174,-0.59213619299605325,0.40522395480594287,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1058.9417380762409,1095.8942270911043,1109.3350734061021,1096.3457113410429,0,21.839654957978691,22.765193732260176,23.108750246770786,22.776674434122771
813,0.81300000000000006,0.13835666415681605,-0.15349254212287183,0.19605786619889251,0.54218792404281968,-0.65390934653133714,0.50675376739367328,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1064.6836816472926,1090.2935559598336,1115.9857943686693,1089.5982342634902,0,21.981633941017286,22.623120263719549,23.280099599811063,22.605526462473684
814,0.81400000000000006,0.14408457386228454,-0.15101697373580089,0.19216222819140169,0.77381288623127253,-0.50699372143174071,0.31189223417169071,8.9492477187414163,0.99997510701589232,-0.0069188530448781567,0.0013837706089756313,0,1,0,0,0,0,0,0,0,0,0,0.99989946683888287,-0.011070164871805049,0.0069188530448781559,0.0055350824359025243,0,0,944,0,1064.3953985149897,1090.9132154665763,1115.1601195105707,1090.1048964526392,0,21.974489480194141,22.638807879102664,23.258778323594264,22.618345617407677
815,0.81500000000000006,0.13911978999157748,-0.14978240467939546,0.19360235516080582,0.52169261610175788,-0.42010602714150092,0.35650230585328313,8.9626758629108547,0.99992340422261294,-0.0055350824359025252,-0.01107016487180505,0,1,0,0,0,0,0,0,0,0,0,0.99999425552020571,-0.0027675412179512626,-0.0013837706089756313,0.0013837706089756313,0,0,944,0,1088.5814488722499,1107.7519786411926,1105.3907488843304,1062.1026037293739,0,22.579816373697568,23.068095104814269,23.007551101734929,21.917728530118534
816,0.81600000000000006,0.13869466996407562,-0.15402861393640646,0.19462794661002933,0.47074328969182527,-0.58391668229978311,0.38213014105688403,8.9626758629108547,0.99992340422261294,-0.0055350824359025252,-0.01107016487180505,0,1,0,0,0,0,0,0,0,0,0,0.99999425552020571,-0.0027675412179512626,-0.0013837706089756313,0.0013837706089756313,0,0,944,0,1090.1602366098775,1105.1995940529009,1108.3068604720943,1060.1014500652986,0,22.61974610603513,23.002654665202936,23.082339142150524,21.86827599973337
817,0.81700000000000006,0.13757710484083197,-0.15230974601480055,0.19447401912061316,0.38567012930641081,-0.48366082953447609,0.35449339120849521,8.9626758629108547,0.99992340422261294,-0.0055350824359025252,-0.01107016487180505,0,1,0,0,0,0,0,0,0,0,0,0.99999425552020571,-0.0027675412179512626,-0.0013837706089756313,0.0013837706089756313,0,0,944,0,1090.9869079087191,1104.3694193283579,1109.5770407014741,1058.7866681972989,0,22.640674035004881,22.981398306139539,23.114968628179895,21.835830022064624
818,0.81800000000000006,0.13819513700111766,-0.1531625707298436,0.19304844149542949,0.375603242953928,-0.5029385447070257,0.26956342819541695,8.9626758629108547,0.99992340422261294,-0.0055350824359025252,-0.01107016487180505,0,1,0,0,0,0,0,0,0,0,0,0.99999425552020571,-0.0027675412179512626,-0.0013837706089756313,0.0013837706089756313,0,0,944,0,1090.3949044136671,1104.5219333086573,1109.6780149910321,1059.1315404115007,0,22.625685517546383,22.985302330706499,23.11756394332766,21.844337275552761
819,0.81900000000000006,0.14577881113063607,-0.15849421504138758,0.19862872529045508,0.67564833704058291,-0.72710004997215838,0.49965357118605785,8.9626758629108547,0.99992340422261294,-0.0055350824359025252,-0.01107016487180505,0,1,0,0,0,0,0,0,0,0,0,0.99999425552020571,-0.0027675412179512626,-0.0013837706089756313,0.0013837706089756313,0,0,944,0,1097.0159297952187,1096.7057770336369,1116.3911831349894,1053.3460401003545,0,22.793724926161701,22.785833442522744,23.290572927034034,21.701946209273373
820,0.82000000000000006,0.14337583576795448,-0.15414975454076918,0.19545114734024763,0.52345742200746548,-0.5191619979947848,0.33603916645412291,8.9626758629108547,0.99992340422261294,-0.0055350824359025252,-0.01107016487180505,0,1,0,0,0,0,0,0,0,0,0,0.99999425552020571,-0.0027675412179512626,-0.0013837706089756313,0.0013837706089756313,0,0,944,0,1094.8058987226036,1099.1697510633846,1114.525975655926,1055.0509076048015,0,22.737535890184422,22.848580376752679,23.242412264980594,21.743834109709478
821,0.82100000000000006,0.1467377515781583,-0.15284295114490123,0.19331829722099872,0.62723481140993786,-0.45026220936907518,0.2195971483479694,8.9626758629108547,0.99992340422261294,-0.0055350824359025252,-0.01107016487180505,0,1,0,0,0,0,0,0,0,0,0,0.99999425552020571,-0.0027675412179512626,-0.0013837706089756313,0.0013837706089756313,0,0,944,0,1093.7325779097628,1099.8083449745302,1113.4047221386938,1056.6812398460415,0,22.710283037169187,22.864862770383873,23.213494691776074,21.783946849783703
